,LapTime,Driver,LapNumber,Stint,Compound,TyreLife,Team,TrackStatus,Position,FastestQualifyingLapTime
295,100445.0,STR,26.0,2.0,SOFT,8.0,Aston Martin,1,16.0,93032.0
296,100371.0,STR,27.0,2.0,SOFT,9.0,Aston Martin,1,15.0,93032.0
297,100181.0,STR,28.0,2.0,SOFT,10.0,Aston Martin,1,15.0,93032.0
298,100054.0,STR,29.0,2.0,SOFT,11.0,Aston Martin,1,15.0,93032.0
299,100850.0,STR,30.0,2.0,SOFT,12.0,Aston Martin,1,15.0,93032.0
300,100855.0,STR,31.0,2.0,SOFT,13.0,Aston Martin,1,15.0,93032.0
301,100037.0,STR,32.0,2.0,SOFT,14.0,Aston Martin,1,15.0,93032.0
302,100347.0,STR,33.0,2.0,SOFT,15.0,Aston Martin,1,15.0,93032.0
303,100363.0,STR,34.0,2.0,SOFT,16.0,Aston Martin,1,15.0,93032.0
304,100452.0,STR,35.0,2.0,SOFT,17.0,Aston Martin,1,15.0,93032.0
305,100484.0,STR,36.0,2.0,SOFT,18.0,Aston Martin,1,14.0,93032.0
306,100487.0,STR,37.0,2.0,SOFT,19.0,Aston Martin,1,14.0,93032.0
307,103895.0,STR,38.0,2.0,SOFT,20.0,Aston Martin,1,14.0,93032.0
308,121514.0,STR,39.0,3.0,MEDIUM,1.0,Aston Martin,1,16.0,93032.0
309,97861.0,STR,40.0,3.0,MEDIUM,2.0,Aston Martin,1,16.0,93032.0
310,98363.0,STR,41.0,3.0,MEDIUM,3.0,Aston Martin,1,15.0,93032.0
311,98127.0,STR,42.0,3.0,MEDIUM,4.0,Aston Martin,1,15.0,93032.0
312,99462.0,STR,43.0,3.0,MEDIUM,5.0,Aston Martin,1,15.0,93032.0
313,98281.0,STR,44.0,3.0,MEDIUM,6.0,Aston Martin,6,15.0,93032.0
314,133896.0,STR,45.0,3.0,MEDIUM,7.0,Aston Martin,64,14.0,93032.0
315,149264.0,STR,46.0,4.0,SOFT,1.0,Aston Martin,4,15.0,93032.0
316,133815.0,STR,47.0,4.0,SOFT,2.0,Aston Martin,4,14.0,93032.0
317,113799.0,STR,48.0,4.0,SOFT,3.0,Aston Martin,4,14.0,93032.0
318,97146.0,STR,49.0,4.0,SOFT,4.0,Aston Martin,4,14.0,93032.0
319,97326.0,STR,50.0,4.0,SOFT,5.0,Aston Martin,4,14.0,93032.0
320,97274.0,STR,51.0,4.0,SOFT,6.0,Aston Martin,1,14.0,93032.0
321,97622.0,STR,52.0,4.0,SOFT,7.0,Aston Martin,1,14.0,93032.0
322,98678.0,STR,53.0,4.0,SOFT,8.0,Aston Martin,1,14.0,93032.0
323,97877.0,STR,54.0,4.0,SOFT,9.0,Aston Martin,1,14.0,93032.0
324,98328.0,STR,55.0,4.0,SOFT,10.0,Aston Martin,1,13.0,93032.0
325,98829.0,STR,56.0,4.0,SOFT,11.0,Aston Martin,1,13.0,93032.0
326,100395.0,STR,57.0,4.0,SOFT,12.0,Aston Martin,2,12.0,93032.0
327,102333.0,MAG,1.0,1.0,SOFT,1.0,Haas F1 Team,1,5.0,91461.0
328,98993.0,MAG,2.0,1.0,SOFT,2.0,Haas F1 Team,1,5.0,91461.0
329,101224.0,MAG,3.0,1.0,SOFT,3.0,Haas F1 Team,1,6.0,91461.0
330,99642.0,MAG,4.0,1.0,SOFT,4.0,Haas F1 Team,1,6.0,91461.0
331,101169.0,MAG,5.0,1.0,SOFT,5.0,Haas F1 Team,1,7.0,91461.0
332,100338.0,MAG,6.0,1.0,SOFT,6.0,Haas F1 Team,1,7.0,91461.0
333,100555.0,MAG,7.0,1.0,SOFT,7.0,Haas F1 Team,1,7.0,91461.0
334,100451.0,MAG,8.0,1.0,SOFT,8.0,Haas F1 Team,1,7.0,91461.0
335,100756.0,MAG,9.0,1.0,SOFT,9.0,Haas F1 Team,1,7.0,91461.0
336,101195.0,MAG,10.0,1.0,SOFT,10.0,Haas F1 Team,1,7.0,91461.0
337,101064.0,MAG,11.0,1.0,SOFT,11.0,Haas F1 Team,1,7.0,91461.0
338,101370.0,MAG,12.0,1.0,SOFT,12.0,Haas F1 Team,1,6.0,91461.0
339,101283.0,MAG,13.0,1.0,SOFT,13.0,Haas F1 Team,1,6.0,91461.0
340,104244.0,MAG,14.0,1.0,SOFT,14.0,Haas F1 Team,2,6.0,91461.0
341,119764.0,MAG,15.0,2.0,SOFT,4.0,Haas F1 Team,1,9.0,91461.0
342,97968.0,MAG,16.0,2.0,SOFT,5.0,Haas F1 Team,1,7.0,91461.0
343,98216.0,MAG,17.0,2.0,SOFT,6.0,Haas F1 Team,1,7.0,91461.0
344,98442.0,MAG,18.0,2.0,SOFT,7.0,Haas F1 Team,1,7.0,91461.0
345,98539.0,MAG,19.0,2.0,SOFT,8.0,Haas F1 Team,1,7.0,91461.0
346,98883.0,MAG,20.0,2.0,SOFT,9.0,Haas F1 Team,1,7.0,91461.0
347,98859.0,MAG,21.0,2.0,SOFT,10.0,Haas F1 Team,1,7.0,91461.0
348,99058.0,MAG,22.0,2.0,SOFT,11.0,Haas F1 Team,1,7.0,91461.0
349,99120.0,MAG,23.0,2.0,SOFT,12.0,Haas F1 Team,1,7.0,91461.0
350,99384.0,MAG,24.0,2.0,SOFT,13.0,Haas F1 Team,1,7.0,91461.0
351,99520.0,MAG,25.0,2.0,SOFT,14.0,Haas F1 Team,1,7.0,91461.0
352,99756.0,MAG,26.0,2.0,SOFT,15.0,Haas F1 Team,1,7.0,91461.0
353,99796.0,MAG,27.0,2.0,SOFT,16.0,Haas F1 Team,1,7.0,91461.0
354,99774.0,MAG,28.0,2.0,SOFT,17.0,Haas F1 Team,1,6.0,91461.0
355,99984.0,MAG,29.0,2.0,SOFT,18.0,Haas F1 Team,1,6.0,91461.0
356,100174.0,MAG,30.0,2.0,SOFT,19.0,Haas F1 Team,1,6.0,91461.0
357,100233.0,MAG,31.0,2.0,SOFT,20.0,Haas F1 Team,1,6.0,91461.0
358,100522.0,MAG,32.0,2.0,SOFT,21.0,Haas F1 Team,1,6.0,91461.0
359,100523.0,MAG,33.0,2.0,SOFT,22.0,Haas F1 Team,1,7.0,91461.0
360,103256.0,MAG,34.0,2.0,SOFT,23.0,Haas F1 Team,1,6.0,91461.0
361,120375.0,MAG,35.0,3.0,MEDIUM,1.0,Haas F1 Team,1,10.0,91461.0
362,97941.0,MAG,36.0,3.0,MEDIUM,2.0,Haas F1 Team,1,9.0,91461.0
363,96903.0,MAG,37.0,3.0,MEDIUM,3.0,Haas F1 Team,1,7.0,91461.0
364,97636.0,MAG,38.0,3.0,MEDIUM,4.0,Haas F1 Team,1,7.0,91461.0
365,97566.0,MAG,39.0,3.0,MEDIUM,5.0,Haas F1 Team,1,7.0,91461.0
366,97901.0,MAG,40.0,3.0,MEDIUM,6.0,Haas F1 Team,1,7.0,91461.0
367,97726.0,MAG,41.0,3.0,MEDIUM,7.0,Haas F1 Team,1,7.0,91461.0
368,98006.0,MAG,42.0,3.0,MEDIUM,8.0,Haas F1 Team,1,7.0,91461.0
369,98178.0,MAG,43.0,3.0,MEDIUM,9.0,Haas F1 Team,1,7.0,91461.0
370,98688.0,MAG,44.0,3.0,MEDIUM,10.0,Haas F1 Team,1,7.0,91461.0
371,123463.0,MAG,45.0,3.0,MEDIUM,11.0,Haas F1 Team,64,7.0,91461.0
372,126178.0,MAG,46.0,3.0,MEDIUM,12.0,Haas F1 Team,4,7.0,91461.0
373,127721.0,MAG,47.0,4.0,SOFT,4.0,Haas F1 Team,4,7.0,91461.0
374,110334.0,MAG,48.0,4.0,SOFT,5.0,Haas F1 Team,4,7.0,91461.0
375,136149.0,MAG,49.0,4.0,SOFT,6.0,Haas F1 Team,4,7.0,91461.0
376,137630.0,MAG,50.0,4.0,SOFT,7.0,Haas F1 Team,4,7.0,91461.0
377,97343.0,MAG,51.0,4.0,SOFT,8.0,Haas F1 Team,1,7.0,91461.0
378,96860.0,MAG,52.0,4.0,SOFT,9.0,Haas F1 Team,1,7.0,91461.0
379,96623.0,MAG,53.0,4.0,SOFT,10.0,Haas F1 Team,1,7.0,91461.0
380,96960.0,MAG,54.0,4.0,SOFT,11.0,Haas F1 Team,1,6.0,91461.0
381,96937.0,MAG,55.0,4.0,SOFT,12.0,Haas F1 Team,1,6.0,91461.0
382,97091.0,MAG,56.0,4.0,SOFT,13.0,Haas F1 Team,1,6.0,91461.0
383,97741.0,MAG,57.0,4.0,SOFT,14.0,Haas F1 Team,1,5.0,91461.0
384,108128.0,TSU,1.0,1.0,SOFT,1.0,AlphaTauri,1,12.0,92750.0
385,100697.0,TSU,2.0,1.0,SOFT,2.0,AlphaTauri,1,12.0,92750.0
386,100618.0,TSU,3.0,1.0,SOFT,3.0,AlphaTauri,1,12.0,92750.0
387,100958.0,TSU,4.0,1.0,SOFT,4.0,AlphaTauri,1,12.0,92750.0
388,100363.0,TSU,5.0,1.0,SOFT,5.0,AlphaTauri,1,11.0,92750.0
389,100611.0,TSU,6.0,1.0,SOFT,6.0,AlphaTauri,1,11.0,92750.0
390,100754.0,TSU,7.0,1.0,SOFT,7.0,AlphaTauri,1,11.0,92750.0
391,101351.0,TSU,8.0,1.0,SOFT,8.0,AlphaTauri,1,11.0,92750.0
392,100900.0,TSU,9.0,1.0,SOFT,9.0,AlphaTauri,1,11.0,92750.0
393,101182.0,TSU,10.0,1.0,SOFT,10.0,AlphaTauri,1,11.0,92750.0
394,101313.0,TSU,11.0,1.0,SOFT,11.0,AlphaTauri,1,10.0,92750.0
395,101096.0,TSU,12.0,1.0,SOFT,12.0,AlphaTauri,1,9.0,92750.0
396,101337.0,TSU,13.0,1.0,SOFT,13.0,AlphaTauri,1,9.0,92750.0
397,101352.0,TSU,14.0,1.0,SOFT,14.0,AlphaTauri,2,9.0,92750.0
398,103687.0,TSU,15.0,1.0,SOFT,15.0,AlphaTauri,1,7.0,92750.0
399,121989.0,TSU,16.0,2.0,MEDIUM,1.0,AlphaTauri,1,14.0,92750.0
400,99939.0,TSU,17.0,2.0,MEDIUM,2.0,AlphaTauri,1,12.0,92750.0
401,98760.0,TSU,18.0,2.0,MEDIUM,3.0,AlphaTauri,1,11.0,92750.0
402,99011.0,TSU,19.0,2.0,MEDIUM,4.0,AlphaTauri,1,11.0,92750.0
403,99069.0,TSU,20.0,2.0,MEDIUM,5.0,AlphaTauri,1,11.0,92750.0
404,99294.0,TSU,21.0,2.0,MEDIUM,6.0,AlphaTauri,1,11.0,92750.0
405,99574.0,TSU,22.0,2.0,MEDIUM,7.0,AlphaTauri,1,11.0,92750.0
406,99569.0,TSU,23.0,2.0,MEDIUM,8.0,AlphaTauri,1,11.0,92750.0
407,99576.0,TSU,24.0,2.0,MEDIUM,9.0,AlphaTauri,1,11.0,92750.0
408,100376.0,TSU,25.0,2.0,MEDIUM,10.0,AlphaTauri,1,11.0,92750.0
409,99871.0,TSU,26.0,2.0,MEDIUM,11.0,AlphaTauri,1,10.0,92750.0
410,100325.0,TSU,27.0,2.0,MEDIUM,12.0,AlphaTauri,1,10.0,92750.0
411,99952.0,TSU,28.0,2.0,MEDIUM,13.0,AlphaTauri,1,10.0,92750.0
412,102805.0,TSU,29.0,2.0,MEDIUM,14.0,AlphaTauri,1,11.0,92750.0
413,119210.0,TSU,30.0,3.0,SOFT,1.0,AlphaTauri,1,14.0,92750.0
414,98722.0,TSU,31.0,3.0,SOFT,2.0,AlphaTauri,1,14.0,92750.0
415,97885.0,TSU,32.0,3.0,SOFT,3.0,AlphaTauri,1,14.0,92750.0
416,98980.0,TSU,33.0,3.0,SOFT,4.0,AlphaTauri,1,13.0,92750.0
417,98484.0,TSU,34.0,3.0,SOFT,5.0,AlphaTauri,1,13.0,92750.0
418,98523.0,TSU,35.0,3.0,SOFT,6.0,AlphaTauri,1,13.0,92750.0
419,98647.0,TSU,36.0,3.0,SOFT,7.0,AlphaTauri,1,13.0,92750.0
420,98289.0,TSU,37.0,3.0,SOFT,8.0,AlphaTauri,1,12.0,92750.0
421,98713.0,TSU,38.0,3.0,SOFT,9.0,AlphaTauri,1,11.0,92750.0
422,98912.0,TSU,39.0,3.0,SOFT,10.0,AlphaTauri,1,11.0,92750.0
423,98377.0,TSU,40.0,3.0,SOFT,11.0,AlphaTauri,1,10.0,92750.0
424,98693.0,TSU,41.0,3.0,SOFT,12.0,AlphaTauri,1,10.0,92750.0
425,98772.0,TSU,42.0,3.0,SOFT,13.0,AlphaTauri,1,10.0,92750.0
426,98930.0,TSU,43.0,3.0,SOFT,14.0,AlphaTauri,1,10.0,92750.0
427,101039.0,TSU,44.0,3.0,SOFT,15.0,AlphaTauri,1,10.0,92750.0
428,147999.0,TSU,45.0,4.0,SOFT,4.0,AlphaTauri,64,12.0,92750.0
429,130216.00000000001,TSU,46.0,4.0,SOFT,5.0,AlphaTauri,4,11.0,92750.0
430,109994.0,TSU,47.0,4.0,SOFT,6.0,AlphaTauri,4,11.0,92750.0
431,106670.0,TSU,48.0,4.0,SOFT,7.0,AlphaTauri,4,11.0,92750.0
432,114405.0,TSU,49.0,4.0,SOFT,8.0,AlphaTauri,4,11.0,92750.0
433,134320.0,TSU,50.0,4.0,SOFT,9.0,AlphaTauri,4,11.0,92750.0
434,98166.0,TSU,51.0,4.0,SOFT,10.0,AlphaTauri,1,10.0,92750.0
435,97475.0,TSU,52.0,4.0,SOFT,11.0,AlphaTauri,1,10.0,92750.0
436,97104.0,TSU,53.0,4.0,SOFT,12.0,AlphaTauri,1,10.0,92750.0
437,97268.0,TSU,54.0,4.0,SOFT,13.0,AlphaTauri,1,9.0,92750.0
438,97264.0,TSU,55.0,4.0,SOFT,14.0,AlphaTauri,1,9.0,92750.0
439,97565.0,TSU,56.0,4.0,SOFT,15.0,AlphaTauri,1,9.0,92750.0
440,98891.0,TSU,57.0,4.0,SOFT,16.0,AlphaTauri,1,8.0,92750.0
441,107636.0,ALB,1.0,1.0,SOFT,1.0,Williams,1,11.0,92664.0
442,100548.0,ALB,2.0,1.0,SOFT,2.0,Williams,1,11.0,92664.0
443,100664.0,ALB,3.0,1.0,SOFT,3.0,Williams,1,11.0,92664.0
444,101126.0,ALB,4.0,1.0,SOFT,4.0,Williams,1,11.0,92664.0
445,102303.0,ALB,5.0,1.0,SOFT,5.0,Williams,1,12.0,92664.0
446,101708.0,ALB,6.0,1.0,SOFT,6.0,Williams,1,12.0,92664.0
447,101561.0,ALB,7.0,1.0,SOFT,7.0,Williams,1,12.0,92664.0
448,103097.0,ALB,8.0,1.0,SOFT,8.0,Williams,1,13.0,92664.0
449,102149.0,ALB,9.0,1.0,SOFT,9.0,Williams,1,13.0,92664.0
450,103500.0,ALB,10.0,1.0,SOFT,10.0,Williams,1,14.0,92664.0
451,102588.0,ALB,11.0,1.0,SOFT,11.0,Williams,1,14.0,92664.0
452,102505.0,ALB,12.0,1.0,SOFT,12.0,Williams,1,13.0,92664.0
453,104752.0,ALB,13.0,1.0,SOFT,13.0,Williams,1,14.0,92664.0
454,121075.0,ALB,14.0,2.0,MEDIUM,1.0,Williams,2,20.0,92664.0
455,99517.0,ALB,15.0,2.0,MEDIUM,2.0,Williams,1,19.0,92664.0
456,100164.0,ALB,16.0,2.0,MEDIUM,3.0,Williams,1,19.0,92664.0
457,100265.0,ALB,17.0,2.0,MEDIUM,4.0,Williams,1,19.0,92664.0
458,100225.0,ALB,18.0,2.0,MEDIUM,5.0,Williams,1,18.0,92664.0
459,100800.0,ALB,19.0,2.0,MEDIUM,6.0,Williams,1,16.0,92664.0
460,100239.0,ALB,20.0,2.0,MEDIUM,7.0,Williams,1,16.0,92664.0
461,101181.0,ALB,21.0,2.0,MEDIUM,8.0,Williams,1,16.0,92664.0
462,100816.0,ALB,22.0,2.0,MEDIUM,9.0,Williams,1,15.0,92664.0
463,100736.0,ALB,23.0,2.0,MEDIUM,10.0,Williams,1,15.0,92664.0
464,100669.0,ALB,24.0,2.0,MEDIUM,11.0,Williams,1,15.0,92664.0
465,101032.0,ALB,25.0,2.0,MEDIUM,12.0,Williams,1,15.0,92664.0
466,101628.0,ALB,26.0,2.0,MEDIUM,13.0,Williams,1,15.0,92664.0
467,102053.0,ALB,27.0,2.0,MEDIUM,14.0,Williams,1,16.0,92664.0
468,101355.0,ALB,28.0,2.0,MEDIUM,15.0,Williams,1,16.0,92664.0
469,101505.0,ALB,29.0,2.0,MEDIUM,16.0,Williams,1,16.0,92664.0
470,101020.0,ALB,30.0,2.0,MEDIUM,17.0,Williams,1,16.0,92664.0
471,101230.0,ALB,31.0,2.0,MEDIUM,18.0,Williams,1,16.0,92664.0
472,101241.0,ALB,32.0,2.0,MEDIUM,19.0,Williams,1,16.0,92664.0
473,100863.0,ALB,33.0,2.0,MEDIUM,20.0,Williams,1,16.0,92664.0
474,101203.0,ALB,34.0,2.0,MEDIUM,21.0,Williams,1,16.0,92664.0
475,103965.0,ALB,35.0,2.0,MEDIUM,22.0,Williams,1,16.0,92664.0
476,123311.0,ALB,36.0,3.0,MEDIUM,3.0,Williams,1,18.0,92664.0
477,99165.0,ALB,37.0,3.0,MEDIUM,4.0,Williams,1,18.0,92664.0
478,99127.0,ALB,38.0,3.0,MEDIUM,5.0,Williams,1,17.0,92664.0
479,99025.0,ALB,39.0,3.0,MEDIUM,6.0,Williams,1,17.0,92664.0
480,99140.0,ALB,40.0,3.0,MEDIUM,7.0,Williams,1,17.0,92664.0
481,99285.0,ALB,41.0,3.0,MEDIUM,8.0,Williams,1,17.0,92664.0
482,99255.0,ALB,42.0,3.0,MEDIUM,9.0,Williams,1,16.0,92664.0
483,99325.0,ALB,43.0,3.0,MEDIUM,10.0,Williams,1,16.0,92664.0
484,106225.0,ALB,44.0,3.0,MEDIUM,11.0,Williams,6,16.0,92664.0
485,128156.0,ALB,45.0,3.0,MEDIUM,12.0,Williams,64,15.0,92664.0
486,132997.0,ALB,46.0,3.0,MEDIUM,13.0,Williams,4,14.0,92664.0
487,141354.0,ALB,47.0,4.0,SOFT,4.0,Williams,4,15.0,92664.0
488,116756.0,ALB,48.0,4.0,SOFT,5.0,Williams,4,15.0,92664.0
489,100113.0,ALB,49.0,4.0,SOFT,6.0,Williams,4,15.0,92664.0
490,97355.0,ALB,50.0,4.0,SOFT,7.0,Williams,4,15.0,92664.0
491,97702.0,ALB,51.0,4.0,SOFT,8.0,Williams,1,15.0,92664.0
492,97717.0,ALB,52.0,4.0,SOFT,9.0,Williams,1,15.0,92664.0
493,98073.0,ALB,53.0,4.0,SOFT,10.0,Williams,1,15.0,92664.0
494,98356.0,ALB,54.0,4.0,SOFT,11.0,Williams,1,15.0,92664.0
495,98826.0,ALB,55.0,4.0,SOFT,12.0,Williams,1,14.0,92664.0
496,99202.0,ALB,56.0,4.0,SOFT,13.0,Williams,1,14.0,92664.0
497,100132.0,ALB,57.0,4.0,SOFT,14.0,Williams,2,13.0,92664.0
498,111374.0,ZHO,1.0,1.0,SOFT,1.0,Alfa Romeo,1,19.0,92493.0
499,101229.0,ZHO,2.0,1.0,SOFT,2.0,Alfa Romeo,1,18.0,92493.0
500,100183.0,ZHO,3.0,1.0,SOFT,3.0,Alfa Romeo,1,17.0,92493.0
501,100393.0,ZHO,4.0,1.0,SOFT,4.0,Alfa Romeo,1,16.0,92493.0
502,101574.0,ZHO,5.0,1.0,SOFT,5.0,Alfa Romeo,1,15.0,92493.0
503,101461.0,ZHO,6.0,1.0,SOFT,6.0,Alfa Romeo,1,15.0,92493.0
504,100620.0,ZHO,7.0,1.0,SOFT,7.0,Alfa Romeo,1,14.0,92493.0
505,102110.0,ZHO,8.0,1.0,SOFT,8.0,Alfa Romeo,1,14.0,92493.0
506,102258.0,ZHO,9.0,1.0,SOFT,9.0,Alfa Romeo,1,14.0,92493.0
507,101339.0,ZHO,10.0,1.0,SOFT,10.0,Alfa Romeo,1,13.0,92493.0
508,101057.0,ZHO,11.0,1.0,SOFT,11.0,Alfa Romeo,1,13.0,92493.0
509,101281.0,ZHO,12.0,1.0,SOFT,12.0,Alfa Romeo,1,11.0,92493.0
510,101400.0,ZHO,13.0,1.0,SOFT,13.0,Alfa Romeo,1,12.0,92493.0
511,101185.0,ZHO,14.0,1.0,SOFT,14.0,Alfa Romeo,2,12.0,92493.0
512,103106.0,ZHO,15.0,1.0,SOFT,15.0,Alfa Romeo,1,8.0,92493.0
513,121722.0,ZHO,16.0,2.0,MEDIUM,1.0,Alfa Romeo,1,18.0,92493.0
514,98348.0,ZHO,17.0,2.0,MEDIUM,2.0,Alfa Romeo,1,16.0,92493.0
515,99814.0,ZHO,18.0,2.0,MEDIUM,3.0,Alfa Romeo,1,15.0,92493.0
516,98630.0,ZHO,19.0,2.0,MEDIUM,4.0,Alfa Romeo,1,13.0,92493.0
517,98954.0,ZHO,20.0,2.0,MEDIUM,5.0,Alfa Romeo,1,13.0,92493.0
518,99047.0,ZHO,21.0,2.0,MEDIUM,6.0,Alfa Romeo,1,13.0,92493.0
519,99351.0,ZHO,22.0,2.0,MEDIUM,7.0,Alfa Romeo,1,13.0,92493.0
520,99304.0,ZHO,23.0,2.0,MEDIUM,8.0,Alfa Romeo,1,13.0,92493.0
521,99582.0,ZHO,24.0,2.0,MEDIUM,9.0,Alfa Romeo,1,13.0,92493.0
522,99849.0,ZHO,25.0,2.0,MEDIUM,10.0,Alfa Romeo,1,13.0,92493.0
523,99742.0,ZHO,26.0,2.0,MEDIUM,11.0,Alfa Romeo,1,12.0,92493.0
524,100070.0,ZHO,27.0,2.0,MEDIUM,12.0,Alfa Romeo,1,12.0,92493.0
525,100004.0,ZHO,28.0,2.0,MEDIUM,13.0,Alfa Romeo,1,12.0,92493.0
526,100446.0,ZHO,29.0,2.0,MEDIUM,14.0,Alfa Romeo,1,12.0,92493.0
527,99836.0,ZHO,30.0,2.0,MEDIUM,15.0,Alfa Romeo,1,11.0,92493.0
528,99748.0,ZHO,31.0,2.0,MEDIUM,16.0,Alfa Romeo,1,10.0,92493.0
529,99814.0,ZHO,32.0,2.0,MEDIUM,17.0,Alfa Romeo,1,10.0,92493.0
530,99842.0,ZHO,33.0,2.0,MEDIUM,18.0,Alfa Romeo,1,9.0,92493.0
531,99851.0,ZHO,34.0,2.0,MEDIUM,19.0,Alfa Romeo,1,9.0,92493.0
532,99954.0,ZHO,35.0,2.0,MEDIUM,20.0,Alfa Romeo,1,8.0,92493.0
533,100185.0,ZHO,36.0,2.0,MEDIUM,21.0,Alfa Romeo,1,8.0,92493.0
534,102700.0,ZHO,37.0,2.0,MEDIUM,22.0,Alfa Romeo,1,9.0,92493.0
535,120031.0,ZHO,38.0,3.0,MEDIUM,1.0,Alfa Romeo,1,13.0,92493.0
536,96685.0,ZHO,39.0,3.0,MEDIUM,2.0,Alfa Romeo,1,13.0,92493.0
537,96742.0,ZHO,40.0,3.0,MEDIUM,3.0,Alfa Romeo,1,13.0,92493.0
538,96745.0,ZHO,41.0,3.0,MEDIUM,4.0,Alfa Romeo,1,13.0,92493.0
539,97522.0,ZHO,42.0,3.0,MEDIUM,5.0,Alfa Romeo,1,13.0,92493.0
540,97667.0,ZHO,43.0,3.0,MEDIUM,6.0,Alfa Romeo,1,12.0,92493.0
541,97785.0,ZHO,44.0,3.0,MEDIUM,7.0,Alfa Romeo,1,11.0,92493.0
542,121756.0,ZHO,45.0,3.0,MEDIUM,8.0,Alfa Romeo,64,9.0,92493.0
543,,ZHO,46.0,4.0,SOFT,4.0,Alfa Romeo,4,13.0,92493.0
544,112222.0,ZHO,47.0,4.0,SOFT,5.0,Alfa Romeo,4,13.0,92493.0
545,106950.0,ZHO,48.0,4.0,SOFT,6.0,Alfa Romeo,4,13.0,92493.0
546,111232.0,ZHO,49.0,4.0,SOFT,7.0,Alfa Romeo,4,13.0,92493.0
547,132681.0,ZHO,50.0,4.0,SOFT,8.0,Alfa Romeo,4,13.0,92493.0
548,99725.0,ZHO,51.0,4.0,SOFT,9.0,Alfa Romeo,1,13.0,92493.0
549,98278.0,ZHO,52.0,4.0,SOFT,10.0,Alfa Romeo,1,12.0,92493.0
550,97162.0,ZHO,53.0,4.0,SOFT,11.0,Alfa Romeo,1,12.0,92493.0
551,97247.0,ZHO,54.0,4.0,SOFT,12.0,Alfa Romeo,1,11.0,92493.0
552,97132.0,ZHO,55.0,4.0,SOFT,13.0,Alfa Romeo,1,11.0,92493.0
553,97154.0,ZHO,56.0,4.0,SOFT,14.0,Alfa Romeo,1,11.0,92493.0
554,98941.0,ZHO,57.0,4.0,SOFT,15.0,Alfa Romeo,1,10.0,92493.0
555,109698.0,HUL,1.0,1.0,SOFT,1.0,Aston Martin,1,15.0,92777.0
556,101077.0,HUL,2.0,1.0,SOFT,2.0,Aston Martin,1,15.0,92777.0
557,100638.0,HUL,3.0,1.0,SOFT,3.0,Aston Martin,1,15.0,92777.0
558,101189.0,HUL,4.0,1.0,SOFT,4.0,Aston Martin,1,15.0,92777.0
559,102490.0,HUL,5.0,1.0,SOFT,5.0,Aston Martin,1,16.0,92777.0
560,101995.0,HUL,6.0,1.0,SOFT,6.0,Aston Martin,1,16.0,92777.0
561,101912.0,HUL,7.0,1.0,SOFT,7.0,Aston Martin,1,16.0,92777.0
562,102177.0,HUL,8.0,1.0,SOFT,8.0,Aston Martin,1,16.0,92777.0
563,103773.0,HUL,9.0,1.0,SOFT,9.0,Aston Martin,1,17.0,92777.0
564,103228.0,HUL,10.0,1.0,SOFT,10.0,Aston Martin,1,17.0,92777.0
565,102603.0,HUL,11.0,1.0,SOFT,11.0,Aston Martin,1,17.0,92777.0
566,102821.0,HUL,12.0,1.0,SOFT,12.0,Aston Martin,1,15.0,92777.0
567,101942.0,HUL,13.0,1.0,SOFT,13.0,Aston Martin,1,15.0,92777.0
568,102959.0,HUL,14.0,1.0,SOFT,14.0,Aston Martin,2,15.0,92777.0
569,102819.0,HUL,15.0,1.0,SOFT,15.0,Aston Martin,1,13.0,92777.0
570,103615.0,HUL,16.0,1.0,SOFT,16.0,Aston Martin,1,12.0,92777.0
571,104450.0,HUL,17.0,1.0,SOFT,17.0,Aston Martin,1,15.0,92777.0
572,103590.0,HUL,18.0,1.0,SOFT,18.0,Aston Martin,1,17.0,92777.0
573,105242.0,HUL,19.0,1.0,SOFT,19.0,Aston Martin,1,17.0,92777.0
574,123711.0,HUL,20.0,2.0,SOFT,1.0,Aston Martin,1,20.0,92777.0
575,99180.0,HUL,21.0,2.0,SOFT,2.0,Aston Martin,1,20.0,92777.0
576,99307.0,HUL,22.0,2.0,SOFT,3.0,Aston Martin,1,20.0,92777.0
577,99220.0,HUL,23.0,2.0,SOFT,4.0,Aston Martin,1,20.0,92777.0
578,99307.0,HUL,24.0,2.0,SOFT,5.0,Aston Martin,1,20.0,92777.0
579,99689.0,HUL,25.0,2.0,SOFT,6.0,Aston Martin,1,19.0,92777.0
580,99506.0,HUL,26.0,2.0,SOFT,7.0,Aston Martin,1,19.0,92777.0
581,99840.0,HUL,27.0,2.0,SOFT,8.0,Aston Martin,1,19.0,92777.0
582,102651.0,HUL,28.0,2.0,SOFT,9.0,Aston Martin,1,19.0,92777.0
583,102181.0,HUL,29.0,2.0,SOFT,10.0,Aston Martin,1,19.0,92777.0
584,100483.0,HUL,30.0,2.0,SOFT,11.0,Aston Martin,1,19.0,92777.0
585,100473.0,HUL,31.0,2.0,SOFT,12.0,Aston Martin,1,19.0,92777.0
586,101036.0,HUL,32.0,2.0,SOFT,13.0,Aston Martin,1,18.0,92777.0
587,100070.0,HUL,33.0,2.0,SOFT,14.0,Aston Martin,1,18.0,92777.0
588,104369.0,HUL,34.0,2.0,SOFT,15.0,Aston Martin,1,18.0,92777.0
589,100815.0,HUL,35.0,2.0,SOFT,16.0,Aston Martin,1,18.0,92777.0
